OBJECTID,FID_output_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,id,easting,northing,zone_number,zone_letter,Date,Date_Ordinal,Cluster,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
124,3311,17.38031,98.93192,333.71,0.43,0.38,2023-03-09,650,N,VIIRS,l,2.0NRT,305.95,3.79,D,3311,492768.1177,1921628.898,47,Q,2023-03-09,738588,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
125,1720,17.38057,98.94125,310.37,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,295.33,1.54,N,1720,493759.2176,1921657.334,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
126,1719,17.38248,98.92804,306.81,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.53,1,N,1719,492356.0498,1921869.114,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
127,1578,17.38323,98.97928,336.42,0.39,0.36,2023-03-07,635,1,VIIRS,n,2.0NRT,304.16,6.07,D,1578,497799.0276,1921950.771,47,Q,2023-03-07,738586,23,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
128,3268,17.38368,98.93015,330.27,0.53,0.5,2023-03-08,709,N,VIIRS,l,2.0NRT,302.11,7.12,D,3268,492580.233,1922001.787,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
129,1577,17.38378,98.98282,330.84,0.39,0.36,2023-03-07,635,1,VIIRS,l,2.0NRT,305.2,2.24,D,1577,498175.0679,1922011.58,47,Q,2023-03-07,738586,23,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
130,1642,17.38409,98.93661,310.47,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,293.71,0.99,N,1642,493266.4572,1922046.906,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
131,3245,17.38426,98.98222,307.79,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,293.25,1.11,N,3245,498111.3383,1922064.688,47,Q,2023-03-06,738585,23,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
132,1641,17.38469,98.93295,312.04,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.16,0.92,N,1641,492877.7002,1922113.416,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
133,1640,17.3853,98.92934,308.27,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,293.63,0.92,N,1640,492494.2573,1922181.037,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
134,1580,17.38644,98.93442,334.02,0.39,0.36,2023-03-07,635,1,VIIRS,l,2.0NRT,305.79,4.54,D,1580,493033.9153,1922306.963,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
135,1718,17.38667,98.92418,307.52,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.18,1,N,1718,491946.2044,1922332.809,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
136,1579,17.38701,98.93807,341.68,0.39,0.36,2023-03-07,635,1,VIIRS,n,2.0NRT,303.06,2.96,D,1579,493421.6487,1922369.893,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
137,1639,17.38748,98.93709,303.64,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,292.74,0.24,N,1639,493317.5678,1922421.923,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
138,1638,17.38869,98.92986,305.11,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.2,0.78,N,1638,492549.6307,1922556.051,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
139,1637,17.38928,98.92628,305.88,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,293.91,0.97,N,1637,492169.383,1922621.464,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
140,1561,17.38959,98.93535,313.04,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,292.54,1.14,N,1561,493132.82,1922655.412,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
141,1717,17.38979,98.92291,308.02,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.49,1.18,N,1717,491811.4405,1922678.026,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
142,1560,17.39028,98.93164,308.81,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,292.49,1.14,N,1560,492738.7676,1922731.883,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
143,3244,17.39071,98.93147,303.73,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,292.83,1.02,N,3244,492720.7271,1922779.46,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
144,3262,17.39321,98.94813,303.61,0.46,0.64,2023-03-07,1817,N,VIIRS,n,2.0NRT,292.46,0.99,N,3262,494490.4315,1923055.477,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
145,1636,17.39326,98.92325,307.72,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.32,0.97,N,1636,491847.7093,1923061.896,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
146,3243,17.39385,98.94135,302.44,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,291.57,0.36,N,3243,493770.2896,1923126.488,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
147,1635,17.39452,98.91574,309.44,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.68,1.51,N,1635,491050.0671,1923201.624,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
148,3303,17.39461,98.90807,308.79,0.37,0.58,2023-03-08,1940,N,VIIRS,n,2.0NRT,293.23,1.06,N,3303,490235.3789,1923211.955,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
149,3204,17.39545,98.93118,307.94,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.34,0.69,N,3204,492690.1115,1923303.854,47,Q,2023-03-05,738584,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
150,3203,17.39603,98.92726,303.84,0.4,0.37,2023-03-05,1855,N,VIIRS,n,2.0NRT,292.2,0.69,N,3203,492273.763,1923368.173,47,Q,2023-03-05,738584,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
151,1633,17.3963,98.94675,308.41,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.53,1.2,N,1633,494343.9446,1923397.362,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
152,1490,17.39669,98.92823,330.93,0.34,0.56,2023-03-05,713,1,VIIRS,n,2.0NRT,300.8,4.31,D,1490,492376.8211,1923441.149,47,Q,2023-03-05,738584,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
153,3261,17.39691,98.91337,304.44,0.46,0.64,2023-03-07,1817,N,VIIRS,n,2.0NRT,292.58,0.97,N,3261,490798.4497,1923466.14,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
154,1489,17.39698,98.93085,367,0.34,0.56,2023-03-05,713,1,VIIRS,h,2.0NRT,300.11,4.31,D,1489,492655.1208,1923473.13,47,Q,2023-03-05,738584,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
155,1655,17.39736,98.94847,333.31,0.4,0.44,2023-03-08,618,1,VIIRS,l,2.0NRT,303.41,5.12,D,1655,494526.6694,1923514.58,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
156,1634,17.39855,98.91242,308.5,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.4,1.04,N,1634,490697.6267,1923647.618,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
157,3138,17.39867,98.9283,330.22,0.49,0.4,2023-03-05,626,N,VIIRS,l,2.0NRT,301.59,2.47,D,3138,492384.3382,1923660.193,47,Q,2023-03-05,738584,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
158,1554,17.39908,98.91502,302.83,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,292.53,0.75,N,1554,490973.8138,1923706.128,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
159,1716,17.39925,98.90715,307.55,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.78,1.5,N,1716,490137.907,1923725.323,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
160,3137,17.39951,98.93324,332.32,0.49,0.4,2023-03-05,626,N,VIIRS,n,2.0NRT,301.1,3.96,D,3137,492909.0761,1923752.932,47,Q,2023-03-05,738584,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
161,3324,17.39971,98.90235,308.04,0.56,0.43,2023-03-09,1921,N,VIIRS,n,2.0NRT,294.13,2.6,N,3324,489628.0989,1923776.466,47,Q,2023-03-09,738588,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
162,1581,17.40014,98.91348,331.06,0.39,0.36,2023-03-07,635,1,VIIRS,l,2.0NRT,305.29,4.11,D,1581,490810.2949,1923823.468,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
163,3103,17.40016,98.92802,302.01,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,291.38,1.1,N,3103,492354.6598,1923825.042,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
164,1714,17.40097,98.94682,313.37,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,295.89,0.93,N,1714,494351.5231,1923914,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
165,1532,17.40122,98.92,338.6,0.51,0.41,2023-03-06,656,1,VIIRS,n,2.0NRT,303.32,6.73,D,1532,491502.8657,1923942.647,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
166,3109,17.40133,98.93429,311.89,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,292.01,1.13,N,3109,493020.6711,1923954.239,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
167,1713,17.40154,98.94283,305.72,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.26,0.93,N,1713,493927.7468,1923977.18,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
168,2953,17.40181,98.93327,339.25,0.39,0.36,2023-03-04,644,N,VIIRS,n,2.0NRT,307.68,4.68,D,2953,492912.3512,1924007.379,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
169,3108,17.40204,98.93016,309.8,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,292.17,1.13,N,3108,492582.0353,1924032.941,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
170,3100,17.4023,98.93693,302.24,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,291.4,0.61,N,3100,493301.1118,1924061.455,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
171,2952,17.40234,98.9369,345.41,0.39,0.36,2023-03-04,644,N,VIIRS,n,2.0NRT,307.8,4.68,D,2952,493297.9268,1924065.882,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
172,1632,17.40256,98.9092,310.55,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.03,1.04,N,1632,490355.8221,1924091.402,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
173,3107,17.40275,98.92605,314.48,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,292.87,1.74,N,3107,492145.5271,1924111.652,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
174,1556,17.40286,98.91253,304.21,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,292.4,0.4,N,1556,490709.5281,1924124.426,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
175,2951,17.40289,98.9406,334.89,0.39,0.36,2023-03-04,644,N,VIIRS,n,2.0NRT,305.74,2.42,D,2951,493690.9358,1924126.602,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
176,3302,17.40302,98.94741,307.57,0.37,0.58,2023-03-08,1940,N,VIIRS,n,2.0NRT,293.89,0.97,N,3302,494414.2519,1924140.773,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
177,3099,17.40304,98.93276,306.55,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,292.81,1.49,N,3099,492858.2299,1924143.472,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
178,1715,17.40339,98.90354,306.17,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.51,1.51,N,1715,489754.6999,1924183.518,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
