OBJECTID,FID_output_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,id,easting,northing,zone_number,zone_letter,Date,Date_Ordinal,Cluster,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
179,1552,17.40352,98.91531,303.33,0.47,0.48,2023-03-06,1925,1,VIIRS,n,2.0NRT,292.73,0.75,N,1552,491004.8334,1924197.309,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
180,3313,17.40358,98.94485,340.09,0.43,0.38,2023-03-09,650,N,VIIRS,n,2.0NRT,304.92,2.84,D,3313,494142.364,1924202.802,47,Q,2023-03-09,738588,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
181,3098,17.4045,98.92447,309.76,0.46,0.39,2023-03-04,1917,N,VIIRS,n,2.0NRT,292.67,1.63,N,3098,491977.7864,1924305.319,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
182,1712,17.40454,98.94722,307.06,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,295.55,0.93,N,1712,494394.1177,1924308.935,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
183,2955,17.40461,98.92911,341.93,0.39,0.36,2023-03-04,644,N,VIIRS,n,2.0NRT,307.28,6.32,D,2955,492470.6161,1924317.3,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
184,1374,17.40493,98.93793,312.57,0.54,0.42,2023-03-03,1842,1,VIIRS,n,2.0NRT,293.08,2.32,N,1374,493407.4196,1924352.376,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
185,1373,17.40562,98.93275,315.26,0.54,0.42,2023-03-03,1842,1,VIIRS,n,2.0NRT,294.17,2.32,N,1373,492857.2679,1924428.896,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
186,1631,17.40594,98.90976,306.01,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,293.56,0.77,N,1631,490415.4778,1924465.302,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
187,3242,17.40596,98.91541,302.89,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,292.67,0.84,N,3242,491015.5739,1924467.24,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
188,2922,17.40628,98.93538,309.75,0.58,0.52,2023-03-03,1934,N,VIIRS,n,2.0NRT,293,2.22,N,2922,493136.6292,1924501.816,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
189,1372,17.40631,98.92748,307.51,0.54,0.42,2023-03-03,1842,1,VIIRS,n,2.0NRT,293.17,1.78,N,1372,492297.5613,1924505.435,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
190,2954,17.40678,98.94383,337.18,0.39,0.36,2023-03-04,644,N,VIIRS,n,2.0NRT,305.77,2.42,D,2954,494034.1308,1924556.847,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
191,2921,17.40732,98.93006,308.37,0.58,0.52,2023-03-03,1934,N,VIIRS,n,2.0NRT,292.64,2.35,N,2921,492571.6272,1924617.069,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
192,2917,17.408,98.94337,304.34,0.58,0.52,2023-03-03,1934,N,VIIRS,n,2.0NRT,292.73,1,N,2917,493985.3136,1924691.83,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
193,1369,17.4082,98.94297,314.66,0.54,0.42,2023-03-03,1842,1,VIIRS,n,2.0NRT,294.13,2.23,N,1369,493942.8361,1924713.968,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
194,1230,17.40824,98.93799,339.09,0.5,0.49,2023-03-03,609,1,VIIRS,n,2.0NRT,303.35,7.5,D,1230,493413.9109,1924718.558,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
195,2694,17.40879,98.93015,309.24,0.59,0.7,2023-03-02,1810,N,VIIRS,n,2.0NRT,292.55,3.1,N,2694,492581.2455,1924779.691,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
196,1229,17.40903,98.94215,330.73,0.5,0.49,2023-03-03,609,1,VIIRS,l,2.0NRT,302.81,2.99,D,1229,493855.7715,1924805.817,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
197,1629,17.40931,98.91039,310.12,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.59,0.77,N,1629,490482.5655,1924838.092,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
198,2772,17.40942,98.93753,330.71,0.42,0.45,2023-03-03,701,N,VIIRS,l,2.0NRT,304.05,5.63,D,2772,493365.0968,1924849.117,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
199,2919,17.40977,98.94302,303.77,0.58,0.52,2023-03-03,1934,N,VIIRS,n,2.0NRT,292.53,1.35,N,2919,493948.1983,1924887.655,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
200,3241,17.41031,98.91582,310.41,0.45,0.47,2023-03-06,1838,N,VIIRS,n,2.0NRT,293.09,0.84,N,3241,491059.3321,1924948.46,47,Q,2023-03-06,738585,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
201,2956,17.41067,98.94708,338.73,0.39,0.36,2023-03-04,644,N,VIIRS,n,2.0NRT,306.51,4.17,D,2956,494379.4354,1924987.098,47,Q,2023-03-04,738583,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
202,1174,17.41134,98.93398,323.33,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,295.04,1.46,N,1174,492988.1264,1925061.652,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
203,1173,17.4119,98.93038,326.3,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,295.08,2.95,N,1173,492605.7988,1925123.74,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
204,1628,17.41269,98.91102,309.65,0.41,0.37,2023-03-07,1908,1,VIIRS,n,2.0NRT,294.55,1.16,N,1628,490549.6513,1925211.989,47,Q,2023-03-07,738586,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
205,1711,17.41408,98.90503,306.86,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,295.62,1.61,N,1711,489913.5438,1925366.07,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
206,1172,17.41463,98.93455,309.24,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,294.56,1.46,N,1172,493048.7896,1925425.602,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
207,1710,17.41641,98.91432,310.6,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,294.66,1.19,N,1710,490900.3207,1925623.371,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
208,3301,17.41659,98.90888,306.36,0.37,0.58,2023-03-08,1940,N,VIIRS,n,2.0NRT,293.53,1.59,N,3301,490322.5723,1925643.551,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
209,1709,17.41702,98.90993,305.61,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,295.13,1.19,N,1709,490434.1104,1925691.069,47,Q,2023-03-08,738587,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
210,965,17.41711,98.92722,337.88,0.42,0.38,2023-03-02,631,1,VIIRS,n,2.0NRT,307.22,4.27,D,965,492270.4005,1925700.245,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
