latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
14.11317,98.96745,341.82,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.48,3.98,D
14.17511,99.44916,344.67,0.41,0.45,2023-02-23,0658,1,VIIRS,n,2.0NRT,312.03,11.8,D
14.1063,98.94576,334.13,0.38,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.34,3.33,D
14.09329,98.93935,341.71,0.38,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.92,3.52,D
14.10183,99.00584,331.22,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.77,18.23,D
14.10227,99.00925,347.73,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,310.9,18.23,D
14.09524,98.93973,332.37,0.38,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.67,3.18,D
14.10478,99.00974,336.05,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.01,12.84,D
14.1003,99.00681,338.54,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.24,12.84,D
14.10076,99.0102,350.32,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,309.5,12.84,D
14.09773,99.01797,334.39,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.67,4.99,D
14.09275,99.01131,341.82,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.82,10.17,D
14.09322,99.01483,339.72,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.41,4.99,D
14.08685,98.99777,332.98,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.23,5.71,D
14.06701,99.03253,341.35,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.62,5.65,D
14.10293,99.33513,336.41,0.41,0.45,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.68,1.92,D
14.26972,100.62801,342.82,0.49,0.49,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.22,11.85,D
14.04853,99.01633,330.36,0.39,0.44,2023-02-23,0658,1,VIIRS,l,2.0NRT,300.48,2.91,D
14.04902,99.02004,343.26,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.53,4.59,D
14.10668,99.52444,333.78,0.42,0.45,2023-02-23,0658,1,VIIRS,l,2.0NRT,307.57,4.76,D
14.03325,98.99312,346.4,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.92,5.86,D
14.0337,98.99651,346.51,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,298.03,5.86,D
14.03412,98.99971,353.53,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.94,6.99,D
14.03639,99.04819,342.75,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.17,3.46,D
14.03687,99.0518,330.07,0.39,0.44,2023-02-23,0658,1,VIIRS,l,2.0NRT,301.33,2.42,D
14.04289,99.19274,333.25,0.4,0.44,2023-02-23,0658,1,VIIRS,l,2.0NRT,303.47,2.19,D
14.75122,105.2869,332.37,0.51,0.66,2023-02-23,0658,1,VIIRS,n,2.0NRT,297.96,2.62,D
14.20528,101.12008,336.3,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.12,2.97,D
14.19724,101.13107,334.98,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.33,5.14,D
13.90482,99.11755,336.97,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.85,3.15,D
13.90818,99.14375,336.31,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,306.15,3.12,D
13.90376,99.11852,335.36,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.36,2.93,D
13.9073,99.14452,333.88,0.39,0.44,2023-02-23,0658,1,VIIRS,l,2.0NRT,304.88,1.89,D
13.89863,99.17158,341.96,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,306.37,2.26,D
13.87656,99.09908,338.82,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.92,7.3,D
13.87699,99.10231,351.58,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.31,8.56,D
13.87742,99.10556,341.81,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.05,8.56,D
14.395,103.19864,335.57,0.37,0.58,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.89,2.23,D
14.10749,100.93429,352.23,0.51,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.55,9.99,D
14.13037,101.15268,335.53,0.53,0.5,2023-02-23,0658,1,VIIRS,l,2.0NRT,306.8,4.54,D
14.12944,101.25868,338.29,0.54,0.51,2023-02-23,0658,1,VIIRS,l,2.0NRT,309.09,1.9,D
13.96512,101.86444,332.9,0.59,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,298.21,3.38,D
13.96446,101.85897,330.55,0.59,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.71,3.38,D
13.8463,99.21135,340.56,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.69,9.16,D
14.09454,101.16717,341.47,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.13,6.16,D
13.84278,99.2159,339.53,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.77,3.52,D
13.8272,99.12821,340.99,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.73,4.82,D
13.83871,99.21634,336.05,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,309.81,3.52,D
13.83461,99.21649,351.02,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.65,5.57,D
14.17103,101.92027,333.04,0.6,0.53,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.79,6.64,D
13.82067,99.14097,351,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,310.36,21.02,D
13.84345,101.13624,338.98,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.6,4.55,D
13.84404,101.14111,331.15,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.73,4.95,D
