OID_,FID_SUOMI_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
217,14704,17.455929999999999,98.739140000000006,304.170000000000016,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,293.170000000000016,1.150000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
218,23602,17.455990000000000,98.684860000000000,335.910000000000025,0.390000000000000,0.360000000000000,3/4/2023 0:00:00,644,N,VIIRS,n,2.0NRT,304.779999999999973,3.110000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
219,13328,17.456029999999998,98.729770000000002,353.730000000000018,0.410000000000000,0.450000000000000,2/28/2023 0:00:00,618,N,VIIRS,n,2.0NRT,305.529999999999973,7.070000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
220,10929,17.456330000000001,98.730029999999999,298.430000000000007,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,287.420000000000016,1.790000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
221,21124,17.456420000000001,98.692319999999995,333.839999999999975,0.400000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,303.670000000000016,10.330000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
222,21123,17.456830000000000,98.695549999999997,344.370000000000005,0.400000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,307.610000000000014,10.330000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
223,14701,17.457730000000002,98.752449999999996,317.769999999999982,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,293.529999999999973,3.190000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
224,13303,17.457740000000001,98.947010000000006,333.319999999999993,0.400000000000000,0.440000000000000,2/28/2023 0:00:00,618,N,VIIRS,l,2.0NRT,303.730000000000018,2.640000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
225,13327,17.458030000000001,98.740759999999995,333.670000000000016,0.410000000000000,0.450000000000000,2/28/2023 0:00:00,618,N,VIIRS,l,2.0NRT,306.459999999999980,7.830000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
226,13333,17.458310000000001,98.718980000000002,339.670000000000016,0.410000000000000,0.450000000000000,2/28/2023 0:00:00,618,N,VIIRS,n,2.0NRT,299.290000000000020,2.220000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
227,10925,17.458459999999999,98.738169999999997,305.819999999999993,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,289.040000000000020,3.070000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
228,10922,17.459080000000000,98.734359999999995,341.550000000000011,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,292.779999999999973,3.070000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
229,21666,17.459289999999999,98.689890000000005,306.050000000000011,0.560000000000000,0.520000000000000,3/3/2023 0:00:00,1934,N,VIIRS,n,2.0NRT,291.439999999999998,0.750000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
230,17470,17.459320000000002,98.872619999999998,302.860000000000014,0.580000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,292.829999999999984,1.210000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
231,10921,17.459700000000002,98.730559999999997,326.949999999999989,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.569999999999993,1.790000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
232,23605,17.459859999999999,98.688000000000002,345.370000000000005,0.390000000000000,0.360000000000000,3/4/2023 0:00:00,644,N,VIIRS,n,2.0NRT,307.060000000000002,4.370000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
233,10916,17.459980000000002,98.750020000000006,302.680000000000007,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.970000000000027,0.760000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
234,10920,17.460329999999999,98.726720000000000,320.139999999999986,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,289.360000000000014,1.790000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
235,9312,17.460450000000002,98.729240000000004,331.089999999999975,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,301.810000000000002,2.560000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
236,10915,17.460619999999999,98.746070000000003,315.980000000000018,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.800000000000011,1.960000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
237,19278,17.460699999999999,98.870810000000006,303.949999999999989,0.590000000000000,0.700000000000000,3/2/2023 0:00:00,1810,N,VIIRS,n,2.0NRT,292.660000000000025,1.990000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
238,14698,17.460730000000002,98.757320000000007,321.579999999999984,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,294.009999999999991,2.960000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
239,21113,17.460920000000002,98.863439999999997,334.149999999999977,0.410000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,l,2.0NRT,306.029999999999973,8.000000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
240,21127,17.460979999999999,98.695279999999997,346.490000000000009,0.400000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,307.040000000000020,10.330000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
241,9311,17.461010000000002,98.732889999999998,340.660000000000025,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,313.680000000000007,25.000000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
242,10912,17.461240000000000,98.742270000000005,339.589999999999975,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.560000000000002,1.960000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
243,14689,17.461430000000000,98.755679999999998,322.329999999999984,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,294.470000000000027,2.530000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
244,8019,17.461580000000001,98.736540000000005,351.889999999999986,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,305.680000000000007,25.000000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
245,10911,17.461849999999998,98.738560000000007,330.990000000000009,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,291.560000000000002,3.160000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
246,4349,17.462090000000000,98.886719999999997,304.360000000000014,0.460000000000000,0.640000000000000,2/25/2023 0:00:00,1946,N,VIIRS,n,2.0NRT,289.160000000000025,0.860000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
247,17450,17.462440000000001,98.876530000000002,304.220000000000027,0.580000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,293.100000000000023,1.600000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
248,14700,17.462450000000000,98.719350000000006,302.779999999999973,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,291.139999999999986,1.480000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
249,17449,17.463010000000001,98.871560000000002,304.259999999999991,0.580000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,293.600000000000023,1.280000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
250,9322,17.463210000000000,98.725110000000001,347.329999999999984,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,315.639999999999986,40.680000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
251,9310,17.463300000000000,98.747579999999999,335.560000000000002,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,299.850000000000023,2.980000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
252,10906,17.463380000000001,98.750339999999994,303.509999999999991,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,289.310000000000002,0.760000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
253,17448,17.463709999999999,98.865369999999999,310.259999999999991,0.580000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,294.379999999999995,1.280000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
254,9321,17.463770000000000,98.728710000000007,346.019999999999982,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,303.040000000000020,40.680000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
255,14694,17.463799999999999,98.761690000000002,307.649999999999977,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,293.290000000000020,1.120000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
256,9309,17.463860000000000,98.751159999999999,339.540000000000020,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,301.439999999999998,2.980000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
257,19132,17.464110000000002,98.946830000000006,336.639999999999986,0.430000000000000,0.620000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,304.310000000000002,6.010000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
258,14693,17.464320000000001,98.758060000000000,308.810000000000002,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,293.790000000000020,1.120000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
259,9320,17.464340000000000,98.732349999999997,335.930000000000007,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,303.209999999999980,8.730000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
260,14685,17.464530000000000,98.759900000000002,317.160000000000025,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,293.819999999999993,2.530000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
261,17463,17.464620000000000,98.869439999999997,305.040000000000020,0.580000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,294.079999999999984,1.210000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
262,10905,17.464630000000000,98.742689999999996,304.620000000000005,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,289.860000000000014,1.960000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
263,9319,17.464910000000000,98.736019999999996,335.870000000000005,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,304.600000000000023,8.730000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
264,6244,17.465109999999999,98.752399999999994,299.360000000000014,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,287.910000000000025,0.630000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
265,17462,17.465420000000002,98.862909999999999,304.879999999999995,0.580000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,293.759999999999991,1.510000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
266,9318,17.465479999999999,98.739720000000005,350.939999999999998,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,305.040000000000020,5.250000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
267,9317,17.466059999999999,98.743420000000000,333.069999999999993,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,299.439999999999998,5.250000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
268,21129,17.466100000000001,98.702730000000003,330.389999999999986,0.400000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,l,2.0NRT,304.439999999999998,3.900000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
