OID_,FID_SUOMI_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
269,10898,17.466110000000000,98.754790000000000,302.300000000000011,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.550000000000011,0.930000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
270,6255,17.466500000000000,98.753290000000007,311.689999999999998,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,288.889999999999986,0.870000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
271,9324,17.466539999999998,98.724530000000001,354.189999999999998,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,297.470000000000027,40.680000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
272,9316,17.466629999999999,98.747090000000000,343.839999999999975,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,301.360000000000014,7.370000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
273,19138,17.466719999999999,98.860349999999997,333.149999999999977,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,l,2.0NRT,303.600000000000023,6.750000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
274,14659,17.466850000000001,98.876009999999994,310.050000000000011,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,292.689999999999998,1.360000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
275,14690,17.467400000000001,98.762370000000004,310.220000000000027,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,292.970000000000027,1.120000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
276,14658,17.467420000000001,98.871979999999994,305.750000000000000,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,292.470000000000027,1.360000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
277,9323,17.467669999999998,98.731780000000001,340.100000000000023,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,304.899999999999977,8.730000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
278,14657,17.468029999999999,98.867620000000002,312.579999999999984,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,292.420000000000016,1.270000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
279,14679,17.468139999999998,98.760570000000001,310.129999999999995,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,292.980000000000018,2.050000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
280,21119,17.468340000000001,98.855000000000004,334.180000000000007,0.410000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,l,2.0NRT,305.000000000000000,2.190000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
281,6173,17.468360000000001,98.735569999999996,321.550000000000011,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,288.959999999999980,1.570000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
282,17442,17.468679999999999,98.950209999999998,306.310000000000002,0.570000000000000,0.520000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,294.279999999999973,1.940000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
283,10894,17.468810000000001,98.759540000000001,304.730000000000018,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.759999999999991,1.010000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
284,6243,17.469120000000000,98.731690000000000,305.370000000000005,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,288.810000000000002,1.570000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
285,9327,17.469249999999999,98.727260000000001,330.899999999999977,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,296.970000000000027,9.420000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
286,6240,17.469539999999999,98.752430000000004,302.079999999999984,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,288.079999999999984,0.590000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
287,6252,17.469639999999998,98.736369999999994,325.019999999999982,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,289.509999999999991,1.950000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
288,9326,17.469830000000002,98.730900000000005,347.250000000000000,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,303.509999999999991,23.829999999999998,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
289,14654,17.469870000000000,98.880709999999993,305.279999999999973,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,291.990000000000009,1.520000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
290,6242,17.469899999999999,98.727620000000002,312.949999999999989,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,288.660000000000025,1.370000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
291,13335,17.470170000000000,98.760930000000002,334.230000000000018,0.410000000000000,0.450000000000000,2/28/2023 0:00:00,618,N,VIIRS,n,2.0NRT,303.939999999999998,5.830000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
